x y z qx qy qz qw yaw_deg direction
11.236200 14.294103 0.000000 0.000000 0.000000 0.079383 0.996844 9.11 forward
11.288074 14.301187 0.000000 0.000000 0.000000 0.079326 0.996849 9.10 forward
11.251597 14.331172 0.000000 0.000000 0.000000 0.079943 0.996799 9.17 forward
11.301904 14.338857 0.000000 0.000000 0.000000 0.079902 0.996803 9.17 forward
11.352338 14.346574 0.000000 0.000000 0.000000 0.079861 0.996806 9.16 forward
11.402827 14.354427 0.000000 0.000000 0.000000 0.079988 0.996796 9.18 forward
11.453455 14.362215 0.000000 0.000000 0.000000 0.079958 0.996798 9.17 forward
11.504220 14.370037 0.000000 0.000000 0.000000 0.091607 0.995795 10.51 forward
11.412704 14.383237 0.000000 0.000000 0.000000 0.092001 0.995759 10.56 forward
11.460770 14.391308 0.000000 0.000000 0.000000 0.091979 0.995761 10.55 forward
11.508925 14.399413 0.000000 0.000000 0.000000 0.091957 0.995763 10.55 forward
11.557091 14.407579 0.000000 0.000000 0.000000 0.092004 0.995759 10.56 forward
11.605434 14.415759 0.000000 0.000000 0.000000 0.091988 0.995760 10.56 forward
11.653854 14.423972 0.000000 0.000000 0.000000 0.091972 0.995762 10.55 forward
11.522641 14.423849 0.000000 0.000000 0.000000 0.092236 0.995737 10.58 forward
11.567594 14.432032 0.000000 0.000000 0.000000 0.092224 0.995738 10.58 forward
